SOURCE	ID	PREMISE	HYPOTHESIS
UN_2001	INC52	El Grupo de Expertos no comprende que la población de la región oriental del país estaba amenazada por hambruna. 	La población de la región oriental del país estaba amenazada por hambruna.
UN_2001	INC53	Sin embargo, el Consejo no debe pensar que esas cifras representan la idea de un fiscal a la búsqueda de casos.	Esas cifras representan la idea de un fiscal a la búsqueda de casos.
UN_2001	INC54	National no demostró que la cuenta ya no existe.	La cuenta ya no existe.
UN_2001	INC55	Los medios de difusión general no sabían que los periodistas indígenas estaban también preparados para tener una actitud crítica.	Los periodistas indígenas estaban también preparados para tener una actitud crítica.
UN_2001	INC56	La Comisión no oculta que siguen existiendo ciertos problemas en la práctica.	Siguen existiendo ciertos problemas en la práctica.
UN_2001	INC57	El Consejo no debe olvidar que el pueblo palestino ha vivido bajo una de las ocupaciones militares más prolongadas de la historia moderna.	El pueblo palestino ha vivido bajo una de las ocupaciones militares más prolongadas de la historia moderna.
UN_2001	INC58	La comunidad internacional no debe olvidar que el sector menos atendido es el de las PYMES.	El sector menos atendido es el de las PYMES.
UN_2002	INC59	Su Gobierno no niega que la aplicación práctica de esas disposiciones deja mucho que desear.	La aplicación práctica de esas disposiciones deja mucho que desear.
UN_2002	INC60	El Estado Parte no discute que tales decisiones debían tomarse respetando las disposiciones del artículo 25 del Pacto.	Tales decisiones debían tomarse respetando las disposiciones del artículo 25 del Pacto.
UN_2002	INC61	Los gobiernos no pueden negar que los jóvenes tienen relaciones sexuales.	Los jóvenes tienen relaciones sexuales. 
UN_2002	INC62	El Comité no puede considerar que se ha violado el párrafo 1 del artículo 9 del Pacto.	Se ha violado el párrafo 1 del artículo 9 del Pacto.
UN_2002	INC63	La empresa no pudo demostrar que se había cumplido esa disposición.	Se había cumplido esa disposición. 
UN_2002	INC64	Uganda no puede suponer que la creación de una Comisión para investigar estas imputaciones es suficiente.	La creación de una Comisión para investigar estas imputaciones es suficiente.
UN_2002	INC65	El Grupo no ha considerado que las cantidades ajustadas forman parte de pérdidas pertinentes por insuficiencia de pruebas.	Las cantidades ajustadas forman parte de pérdidas pertinentes por insuficiencia de pruebas.
UN_2002	INC66	La Polytechna no ha demostrado que no tenía otra opción salvo la de obtener créditos e incurrir en obligaciones ulteriores de adeudamiento con sus clientes locales.	La Polytechna no tenía otra opción salvo la de obtener créditos e incurrir en obligaciones ulteriores de adeudamiento con sus clientes locales. 
UN_2002	INC67	La Santa Fe no descubrió que la KDC había incurrido en costos no reembolsados de movilización de las torres.	La KDC había incurrido en costos no reembolsados de movilización de las torres.
UN_2002	INC68	La Sasref no pudo demostrar que se habían gastado 500.000 SRls.	Se habían gastado 500.000 SRls.
UN_2002	INC69	El Consejo de Seguridad no olvidará que ha venido recordando sistemáticamente a la CCD-Goma su obligación de desmilitarizar la ciudad de Kisangani.	El Consejo de Seguridad ha venido recordando sistemáticamente a la CCD-Goma su obligación de desmilitarizar la ciudad de Kisangani.
UN_2002	INC70	Un Estado no podrá aducir que una reserva está viciada por el hecho de haber sido formulada en infracción de una disposición de su derecho interno.	Una reserva está viciada por el hecho de haber sido formulada en infracción de una disposición de su derecho interno.
UN_2002	INC71	El Comité no quería decir que Lituania ha incorporado una parte de la Convención y otra no.	Lituania ha incorporado una parte de la Convención y otra no.
DAVES	INC72	El partido comunista no sospechaba que el actor español Willy Toledo tenía en planes quedarse a vivir en Cuba.	El actor español Willy Toledo tenía en planes quedarse a vivir en Cuba.
UN_2000	INC73	La “mayoría” no negaba que el Mandato podía haber reconocido el derecho de todos los Estados Miembros de la Sociedad a hacer cumplir las obligaciones al mandatario.	El Mandato podía haber reconocido el derecho de todos los Estados Miembros de la Sociedad a hacer cumplir las obligaciones al mandatario.
UN_2000	INC74	El Foro Masculino de Dinamarca no cree que hay contradicción entre el interés del hijo y la custodia compartida.	Hay contradicción entre el interés del hijo y la custodia compartida.
UN_2000	INC75	El Grupo de Trabajo no puede sostener que la detención de Pedro Katunda Kambangu viola el Pacto Internacional de Derechos Civiles y Políticos.	La detención de Pedro Katunda Kambangu viola el Pacto Internacional de Derechos Civiles y Políticos.
UN_2003	INC76	En el asunto Barcelona Traction la Corte no declaró que la sociedad debía haber dejado de existir en el lugar de su constitución.	La sociedad debía haber dejado de existir en el lugar de su constitución. 
UN_2003	INC77	En el momento de la ratificación, México no declaró que no reconocía la competencia del Comité prevista en el artículo 20 de la Convención.	México no reconocía la competencia del Comité prevista en el artículo 20 de la Convención.
UN_2003	INC78	El Gobierno del territorio no considera que tiene mandato para conseguir la independencia.	El Gobierno del territorio tiene mandato para conseguir la independencia. 
UN_2003	INC79	La Asamblea General no podría haber previsto que esa “conveniencia” era un gran eufemismo.	Esa "conveniencia" era un gran eufemismo.
UN_2003	INC80	Israel no niega que en el ejercicio de su derecho inherente a defenderse del terrorismo más brutal debe actuar dentro de los límites del derecho internacional.	En el ejercicio de su derecho inherente a defenderse del terrorismo más brutal Israel debe actuar dentro de los límites del derecho internacional.
UN_2003	INC81	La multitud no distinguió que se trataba de vehículos de las Naciones Unidas.	Se trataba de vehículos de las Naciones Unidas.
UN_2003	INC82	El Reino Unido no sabía que existía una relación entre consumo de energía en sus casas o autos y el cambio climático.	Existía una relación entre consumo de energía en sus casas o autos y el cambio climático.
UN_2003	INC83	El Gobierno de Nyamena no podía ignorar que en su frontera se estaba preparando una campaña militar contra las ciudades centroafricanas.	En la frontera de Nyamena se estaba preparando una campaña militar contra las ciudades centroafricanas.
UN_2003	INC84	El Gobierno de Haití no consideraría que las motivaciones políticas justifican la denegación de peticiones de extradición de presuntos terroristas.	Las motivaciones políticas justifican la denegación de peticiones de extradición de presuntos terroristas. 
UN_2003	INC85	El Iraq no demostró que estaba cambiando de actitud de manera radical.	El Iraq estaba cambiando de actitud de manera radical.
UN_2003	INC86	El Grupo no considera que se justifican medidas de restablecimiento de la vegetación en las zonas dañadas por alquitranato.	Se justifican medidas de restablecimiento de la vegetación en las zonas dañadas por alquitranato.
OLD_NEWS	INC87	La cadena no sabía que las fotos del desnudo de Susana estaban en internet.	Las fotos del desnudo de Susana estaban en internet. 
UN_2002	INC88	La delegación de Viet Nam no considera que hay que reconocer debidamente la necesidad de mejorar los procedimientos de trabajo.	Hay que reconocer debidamente la necesidad de mejorar los procedimientos de trabajo.
UN_2003	INC89	El Gobierno de Palestina no entiende que los conflictos deben solucionarse por medio de la negociación y no por medio del terror.	Los conflictos deben solucionarse por medio de la negociación y no por medio del terror.
OLD_NEWS	INC90	El Gobierno de Perú no ha dicho que el modelo económico debe mantenerse intacto, sin cambios.	El modelo económico debe mantenerse intacto, sin cambios.
